,GROUP,CATEGORY,BUDGET >5 MLN,BUDGET MLN,DATE START PLAN,DATE END PLAN,DURATION PLAN,DURATION >30,COMPLIANCE STRATEGY,AUTHORIZATION,FINISH FACT,REQUIREMENTS LAW,PM NAME,SPONSOR NAME,DAYS
488,РP,STRAT,0,3.95,2015-12-11,2018-12-24,36,1,1,1,0,0,Oscar E.,Jerry H.,1109
489,MM,USUAL,0,1.04,2015-06-13,2016-01-06,6,0,1,1,1,0,William T.,Jerry H.,207
490,РP,USUAL,0,1.18,2015-10-30,2016-05-31,7,0,1,1,1,0,Jack V.,Martin S.,214
491,MM,STRAT,0,1.39,2014-07-28,2015-11-04,15,0,0,1,1,0,Joshua I.,Jerry H.,464
492,РP,USUAL,0,1.43,2014-08-12,2015-07-28,11,0,1,1,1,0,George H.,Dave P.,350
493,MM,USUAL,0,1.92,2015-06-17,2016-02-11,7,0,1,1,1,0,George H.,Martin S.,239
494,РP,USUAL,0,3.09,2015-09-20,2016-03-23,6,0,1,1,1,0,William T.,Dave P.,185
495,РP,STRAT,0,1.51,2014-09-14,2016-02-15,17,0,1,1,0,0,William T.,Fred В.,519
496,MM,USUAL,0,1.39,2014-10-21,2016-04-13,17,0,1,1,1,0,William T.,Jerry H.,540
497,OB,USUAL,0,2.68,2014-12-26,2015-11-28,11,0,1,1,1,0,Charlie S.,Martin S.,337
498,РP,USUAL,0,1.01,2015-12-21,2020-04-25,52,1,0,1,1,0,Bethany S.,Jerry H.,1587
499,OB,USUAL,0,4.29,2017-06-25,2018-03-19,8,0,1,1,1,0,Thomas M.,Michael J.,267
500,OB,STRAT,0,1.29,2014-08-20,2015-05-20,8,0,1,1,1,0,Samuel.J.,Jerry H.,273
501,OB,USUAL,0,2.69,2015-01-22,2015-12-14,10,0,1,1,1,0,Isabelle U.,Jerry H.,326
502,SР,USUAL,0,1.01,2015-04-30,2016-11-19,18,0,1,1,0,0,Thomas M.,Michael J.,569
503,SР,USUAL,0,1.3,2014-09-17,2015-03-07,5,0,1,1,1,0,William T.,Jerry H.,171
504,OB,USUAL,0,1.89,2016-07-22,2017-03-20,7,0,1,0,1,0,Charlie S.,Brad P.,241
505,FI,STRAT,0,1.36,2018-05-21,2020-06-07,24,0,1,1,1,0,William T.,Chris K.,748
506,KR,USUAL,0,1.01,2015-07-31,2016-02-15,6,0,1,1,1,0,Jack V.,Michael J.,199
507,FI,USUAL,0,1.26,2015-04-09,2016-06-30,14,0,0,1,1,0,Jacob G.,Fred В.,448
508,KR,USUAL,0,1.01,2016-06-13,2016-09-19,3,0,1,1,0,0,Harry D.,Fred В.,98
509,OB,USUAL,0,4.11,2014-10-16,2016-02-25,16,0,1,1,1,0,William T.,Jerry H.,497
510,MM,USUAL,0,1.01,2015-08-01,2016-07-03,11,0,1,1,1,0,William T.,Chris K.,337
511,UP,USUAL,0,1.01,2015-05-27,2016-05-11,11,0,0,1,0,0,Heidi P.,Chris K.,350
512,РP,USUAL,0,1.45,2015-06-14,2016-03-19,9,0,1,1,1,0,Samuel.J.,Martin S.,279
513,РP,STRAT,0,2.2,2017-01-01,2017-10-20,9,0,1,1,1,0,William T.,Dave P.,292
514,MM,STRAT,0,2.92,2014-06-29,2015-04-15,9,0,0,1,1,0,Freya P.,Dave P.,290
515,РP,USUAL,0,2.97,2016-12-30,2019-04-14,27,0,1,1,1,0,Joshua I.,Jerry H.,835
516,MM,USUAL,0,1.81,2016-04-07,2018-03-08,22,0,1,1,1,0,Ethan K.,Martin S.,700
517,OB,STRAT,0,1.01,2015-12-22,2016-07-10,6,0,1,1,1,0,Joseph N.,Jerry H.,201
518,UB,USUAL,0,1.01,2014-07-04,2016-11-06,28,0,1,1,0,0,Oscar E.,Chris K.,856
519,MM,USUAL,0,1.01,2015-06-20,2016-01-05,6,0,1,1,1,0,Oscar E.,Brad P.,199
520,UB,STRAT,0,1.58,2015-05-15,2015-10-25,5,0,1,1,1,0,Jacob G.,Dave P.,163
521,OB,USUAL,0,2.18,2015-08-11,2016-04-23,8,0,1,1,1,0,Harry D.,Dave P.,256
522,MM,STRAT,0,1.2,2019-06-28,2019-12-28,6,0,1,1,1,0,Isabelle U.,Dave P.,183
523,РP,USUAL,0,1.29,2015-06-09,2016-08-24,14,0,0,1,1,0,Noah O.,Dave P.,442
524,РP,USUAL,0,1.03,2016-02-07,2022-07-09,77,1,1,1,1,0,Isabelle U.,Jerry H.,2344
525,KR,STRAT,0,3.06,2015-03-17,2016-11-04,19,0,0,1,0,0,Jacob G.,Jerry H.,598
526,UP,USUAL,0,1.01,2016-06-15,2017-09-08,14,0,1,1,0,0,Chloe L.,Dave P.,450
527,OB,USUAL,1,5.5,2014-10-11,2015-06-25,8,0,1,0,1,0,Jacob G.,Jerry H.,257
528,РP,USUAL,0,2.08,2019-07-07,2020-09-17,14,0,0,1,0,0,Freya P.,Dave P.,438
529,UP,STRAT,0,3.27,2014-08-04,2015-08-16,12,0,1,1,1,0,Harry D.,Jerry H.,377
530,KR,USUAL,0,1.01,2015-04-08,2016-11-12,19,0,0,1,1,0,Scarlett Y.,Jerry H.,584
531,SР,USUAL,0,1.97,2015-12-02,2016-03-10,3,0,1,1,1,0,Harry D.,Dave P.,99
532,РP,USUAL,0,2.27,2015-12-19,2017-07-21,19,0,1,1,1,0,Jacob G.,Dave P.,580
533,MM,USUAL,0,2.25,2014-12-02,2015-08-11,8,0,0,1,1,0,Isabelle U.,Dave P.,252
534,РP,USUAL,0,1.01,2014-12-27,2015-09-03,8,0,1,1,1,0,William T.,Jerry H.,250
535,KR,STRAT,0,1.61,2015-11-05,2016-07-29,8,0,0,1,0,0,George H.,Jerry H.,267
536,FI,STRAT,0,1.27,2015-09-02,2016-03-05,6,0,1,1,1,0,Ethan K.,Chris K.,185
537,MM,USUAL,0,1.02,2015-07-22,2016-04-20,8,0,1,1,0,0,William T.,Martin S.,273
538,KR,USUAL,1,10.89,2016-01-14,2017-07-10,17,0,0,1,1,0,Jacob G.,Jerry H.,543
539,MM,STRAT,0,1.01,2016-10-14,2017-08-13,9,0,1,1,1,0,Chloe L.,Jerry H.,303
540,РP,USUAL,0,1.35,2014-12-13,2016-07-31,19,0,0,1,1,0,William T.,Martin S.,596
541,РP,USUAL,0,4.27,2015-02-09,2016-02-11,12,0,1,1,1,0,William T.,Fred В.,367
542,MM,USUAL,0,1.03,2015-04-14,2015-11-13,6,0,0,1,1,0,Jacob G.,Dave P.,213
543,РP,USUAL,0,1.05,2015-06-02,2018-04-22,34,1,1,1,1,0,Jacob G.,Dave P.,1055
544,FI,USUAL,0,1.65,2014-07-17,2015-02-05,6,0,1,1,0,0,Alfie R.,Dave P.,203
545,РP,USUAL,0,2.1,2014-10-21,2015-10-23,12,0,1,1,0,0,Alice D.,Michael J.,367
546,FI,USUAL,0,1.35,2014-05-05,2014-09-09,4,0,0,1,1,0,Phoebe F.,Dave P.,127
547,РP,USUAL,0,1.01,2015-01-14,2015-12-10,10,0,0,1,1,0,Joseph N.,Dave P.,330
548,MM,USUAL,0,1.41,2014-05-07,2015-08-09,15,0,0,1,0,0,Harry D.,Dave P.,459
549,FI,USUAL,0,1.38,2015-04-22,2017-02-08,21,0,0,1,1,0,Chloe L.,Jerry H.,658
550,РP,STRAT,0,1.01,2015-02-25,2017-03-19,24,0,1,1,1,0,Isabelle U.,Dave P.,753
551,KR,USUAL,0,1.32,2015-02-27,2016-01-07,10,0,0,1,1,0,Heidi P.,Chris K.,314
552,OB,USUAL,0,1.01,2015-10-15,2016-10-14,11,0,1,1,1,0,William T.,Chris K.,365
553,MM,USUAL,0,1.01,2015-05-24,2017-03-24,22,0,1,0,0,0,Alfie R.,Dave P.,670
554,РP,USUAL,0,1.01,2015-11-22,2018-03-11,27,0,1,1,1,0,George H.,Dave P.,840
555,UB,USUAL,0,1.7,2020-05-23,2021-05-10,11,0,1,1,1,0,Jack V.,Dave P.,352
556,OB,STRAT,0,1.01,2016-08-23,2017-03-04,6,0,0,1,1,0,William T.,Bill E.,193
557,РP,STRAT,0,1.33,2017-10-15,2017-12-25,2,0,1,0,1,0,Oscar E.,Dave P.,71
558,MM,STRAT,0,2.97,2015-12-02,2016-02-29,2,0,1,1,1,0,Ellie E.,Dave P.,89
559,РP,STRAT,0,1.74,2015-07-11,2016-05-23,10,0,0,1,1,0,Ethan K.,Chris K.,317
560,MM,USUAL,0,1.78,2015-07-16,2016-01-01,5,0,1,1,1,0,Chloe L.,Martin S.,169
561,MM,USUAL,0,1.01,2014-11-10,2015-09-29,10,0,1,1,0,0,Scarlett Y.,Fred В.,323
562,РP,STRAT,0,1.6,2015-05-18,2016-10-16,16,0,1,1,1,0,Charlie S.,Chris K.,517
563,РP,USUAL,0,1.85,2015-09-16,2017-11-01,25,0,0,1,1,0,Harry D.,Chris K.,777
564,OB,USUAL,0,1.02,2015-10-01,2016-05-05,7,0,1,1,1,0,George H.,Jerry H.,217
565,РP,STRAT,0,1.15,2015-06-14,2015-10-12,3,0,1,1,1,0,Oscar E.,Martin S.,120
566,MM,USUAL,0,1.01,2015-04-23,2020-06-03,61,1,1,1,1,0,Alfie R.,Jerry H.,1868
567,MM,USUAL,0,3.1,2016-02-23,2016-08-21,5,0,1,1,0,0,Ethan K.,Dave P.,180
568,MM,STRAT,0,1.06,2014-06-17,2015-07-06,12,0,0,1,1,0,Bethany S.,Chris K.,384
569,MM,USUAL,0,1.05,2015-02-17,2015-07-18,4,0,0,1,0,0,Heidi P.,Brad P.,151
570,UB,USUAL,0,2.17,2015-03-18,2015-08-23,5,0,1,1,1,0,Noah O.,Dave P.,158
571,РP,USUAL,0,1.01,2021-01-22,2021-10-20,8,0,1,1,1,0,Chloe L.,Dave P.,271
572,РP,USUAL,0,1.47,2015-12-19,2016-07-18,6,0,1,1,1,0,Joseph N.,Jerry H.,212
573,KR,USUAL,0,1.01,2015-05-24,2016-09-04,15,0,1,1,1,0,Maryam E.,Dave P.,469
574,РP,USUAL,0,3.04,2015-01-09,2016-03-05,13,0,1,1,0,0,Jack V.,Dave P.,421
575,MM,USUAL,0,1.09,2015-11-30,2017-02-28,14,0,1,1,1,0,Alice D.,Michael J.,456
576,SР,STRAT,0,1.94,2014-03-22,2015-06-18,14,0,1,1,0,0,William T.,Fred В.,453
577,UB,USUAL,0,1.01,2014-10-17,2015-07-12,8,0,0,1,1,0,William T.,Michael J.,268
578,OB,USUAL,0,1.01,2015-02-17,2021-07-19,77,1,0,1,1,0,George H.,Dave P.,2344
579,РP,USUAL,0,1.01,2014-03-15,2015-10-28,19,0,1,1,1,0,Phoebe F.,Martin S.,592
580,OB,USUAL,0,1.01,2015-05-28,2021-10-27,77,1,1,1,1,0,Jacob G.,Martin S.,2344
581,MM,STRAT,0,1.35,2016-12-26,2017-07-28,7,0,1,1,0,0,Charlie S.,Jerry H.,214
582,РP,USUAL,0,1.14,2018-06-28,2019-09-06,14,0,1,1,1,0,Jack V.,Dave P.,435
583,РP,USUAL,0,1.72,2016-09-15,2017-03-17,6,0,1,1,0,0,Paige H.,Dave P.,183
584,РP,USUAL,0,2.24,2015-04-08,2016-06-01,13,0,1,1,1,0,Bethany S.,Michael J.,420
585,MM,USUAL,0,1.67,2017-02-13,2019-09-03,30,1,1,1,0,0,William T.,Dave P.,932
586,РP,USUAL,0,1.01,2019-06-25,2020-02-19,7,0,1,1,1,0,Joshua I.,Chris K.,239
587,UB,USUAL,0,1.77,2017-04-14,2018-02-08,9,0,1,1,1,0,William T.,Jerry H.,300
588,MM,STRAT,0,1.23,2014-11-17,2015-10-15,10,0,1,1,1,0,George H.,Dave P.,332
589,РP,USUAL,0,3.36,2014-09-06,2015-09-12,12,0,1,1,1,0,Paige H.,Jerry H.,371
590,SР,STRAT,0,2.43,2015-10-12,2016-04-11,5,0,1,1,1,0,Thomas M.,Chris K.,182
591,MM,STRAT,0,2.44,2015-05-12,2017-11-01,29,0,1,0,0,0,Bethany S.,Dave P.,904
592,РP,USUAL,0,2.08,2014-06-06,2015-03-28,9,0,0,1,1,0,Noah O.,Dave P.,295
593,РP,STRAT,0,1.06,2013-11-29,2014-10-12,10,0,1,1,1,0,William T.,Fred В.,317
594,UP,USUAL,0,2.13,2016-01-02,2017-03-30,14,0,1,1,1,0,James D.,Jerry H.,453
595,UB,USUAL,0,1.01,2015-01-15,2015-12-12,10,0,1,1,0,0,Alfie R.,Michael J.,331
596,РP,STRAT,0,1.16,2016-03-04,2017-02-16,11,0,1,1,1,0,Isabelle U.,Jerry H.,349
597,РP,STRAT,0,2.45,2015-04-24,2016-11-10,18,0,1,1,1,0,Freya P.,Dave P.,566
598,KR,USUAL,0,1.79,2015-10-22,2018-12-11,37,1,1,1,1,0,Noah O.,Fred В.,1146
599,KR,USUAL,0,2.88,2015-11-23,2017-03-21,15,0,1,1,0,0,Ethan K.,Jerry H.,484
600,РP,USUAL,0,1.14,2015-12-27,2016-09-28,9,0,1,1,0,0,Isabelle U.,Michael J.,276
601,FI,USUAL,0,2.71,2019-04-19,2020-03-05,10,0,1,1,0,0,Alice D.,Michael J.,321
602,MM,USUAL,0,1.04,2014-01-26,2015-01-21,11,0,0,1,1,0,Paige H.,Jerry H.,360
603,РP,USUAL,0,1.01,2014-06-01,2017-01-23,31,1,1,1,0,0,Harry D.,Dave P.,967
604,KR,USUAL,0,2.26,2014-09-26,2015-02-01,4,0,1,1,1,0,Charlie S.,Martin S.,128
605,РP,USUAL,1,8.42,2014-12-20,2016-08-01,19,0,1,1,1,0,Joshua I.,Jerry H.,590
606,РP,USUAL,0,1.01,2015-10-23,2018-01-07,26,0,1,1,1,0,Ellie E.,Jerry H.,807
607,РP,USUAL,0,3.51,2015-04-20,2015-06-30,2,0,0,1,0,0,Joseph N.,Dave P.,71
608,РP,STRAT,0,2.19,2014-07-15,2015-09-06,13,0,1,1,1,0,Jack V.,Dave P.,418
609,MM,USUAL,0,1.24,2015-04-19,2016-02-19,10,0,1,1,0,0,William T.,Jerry H.,306
610,OB,STRAT,0,1.48,2015-04-25,2016-03-08,10,0,1,1,1,0,Joshua I.,Michael J.,318
611,OB,USUAL,0,1.29,2014-07-05,2015-11-11,16,0,0,1,1,0,Charlie S.,Dave P.,494
612,OB,STRAT,1,5.5,2014-07-14,2015-10-17,15,0,0,1,1,0,Alfie R.,Martin S.,460
613,РP,USUAL,0,1.01,2015-08-05,2015-11-15,3,0,0,1,1,0,Heidi P.,Dave P.,102
614,SР,USUAL,0,2.32,2014-11-03,2015-09-28,10,0,1,1,1,0,Charlie S.,Dave P.,329
615,OB,USUAL,1,10.89,2015-04-28,2015-07-08,2,0,0,1,0,0,Isabelle U.,Martin S.,71
616,KR,STRAT,0,1.21,2016-03-05,2016-05-15,2,0,1,1,0,0,Isabelle U.,Fred В.,71
617,РP,USUAL,0,1.39,2017-07-11,2018-08-11,13,0,0,1,1,0,Ethan K.,Dave P.,396
618,РP,USUAL,0,1.72,2014-12-20,2015-11-08,10,0,1,1,1,0,Alfie R.,Martin S.,323
619,KR,STRAT,0,2.28,2015-06-24,2016-05-28,11,0,0,1,1,0,William T.,Brad P.,339
620,РP,USUAL,0,1.41,2015-01-23,2015-04-29,3,0,1,1,1,0,Heidi P.,Jerry H.,96
621,OB,STRAT,0,1.07,2015-02-06,2015-09-06,6,0,1,1,0,0,George H.,Martin S.,212
622,SР,USUAL,0,1.25,2017-06-10,2017-10-20,4,0,0,1,1,0,Paige H.,Dave P.,132
623,FI,USUAL,0,1.16,2015-01-05,2016-04-16,15,0,1,1,1,0,Oscar E.,Jerry H.,467
624,РP,USUAL,0,1.05,2017-03-15,2018-11-04,19,0,1,1,1,0,William T.,Jerry H.,599
625,РP,USUAL,0,1.28,2015-02-23,2016-08-24,18,0,0,1,1,0,Jacob G.,Jerry H.,548
626,SР,USUAL,0,3.53,2015-05-18,2016-04-20,11,0,1,1,0,0,Jack V.,Dave P.,338
627,РP,USUAL,0,1.62,2014-11-10,2015-05-12,6,0,1,0,1,0,George H.,Martin S.,183
628,MM,STRAT,0,1.01,2017-05-08,2018-07-26,14,0,0,1,1,0,Scarlett Y.,Jerry H.,444
629,РP,USUAL,0,1.09,2015-07-11,2016-10-29,15,0,1,1,1,0,William T.,Jerry H.,476
630,MM,USUAL,0,1.13,2015-06-26,2018-03-15,32,1,0,1,1,0,Chloe L.,Jerry H.,993
631,SР,USUAL,0,1.34,2015-04-26,2015-10-09,5,0,1,1,1,0,Oscar E.,Jerry H.,166
632,РP,STRAT,0,1.35,2015-05-11,2016-08-10,15,0,1,1,1,0,George H.,Dave P.,457
633,SР,STRAT,0,1.61,2014-12-20,2015-03-01,2,0,1,1,1,0,Joshua I.,Dave P.,71
634,SР,USUAL,0,1.15,2015-06-05,2016-06-25,12,0,1,1,1,0,William T.,Chris K.,386
635,MM,USUAL,0,1.24,2015-04-14,2015-08-11,3,0,0,1,0,0,William T.,Dave P.,119
636,OB,USUAL,0,1.68,2014-05-24,2014-08-03,2,0,0,1,0,0,George H.,Dave P.,71
637,РP,USUAL,0,1.01,2015-11-02,2016-09-18,10,0,0,1,0,0,Jack V.,Jerry H.,321
638,РP,USUAL,0,1.09,2015-03-27,2016-11-18,19,0,1,1,1,0,Maryam E.,Michael J.,602
639,MM,USUAL,0,1.01,2015-02-09,2017-03-03,24,0,1,1,0,0,William T.,Jerry H.,753
640,UP,STRAT,0,3.4,2017-05-08,2018-05-26,12,0,0,1,1,0,Scarlett Y.,Michael J.,383
641,MM,USUAL,0,1.58,2014-07-03,2015-01-29,6,0,0,1,0,0,William T.,Chris K.,210
642,UB,USUAL,0,4.56,2017-03-21,2017-06-28,3,0,1,1,1,0,Alice D.,Chris K.,99
643,MM,STRAT,0,1.24,2015-08-10,2015-12-16,4,0,0,0,0,0,Alfie R.,Martin S.,128
644,OB,STRAT,0,1.01,2015-06-14,2016-10-05,15,0,1,1,1,0,Joseph N.,Jerry H.,479
645,MM,USUAL,0,1.4,2016-08-12,2017-02-16,6,0,1,1,1,0,Harry D.,Dave P.,188
646,KR,USUAL,0,2.01,2017-05-15,2018-01-26,8,0,1,1,1,0,Jack V.,Jerry H.,256
647,OB,USUAL,0,1.76,2015-03-15,2016-04-09,12,0,1,1,1,0,George H.,Dave P.,391
648,MM,STRAT,0,1.01,2014-07-05,2015-11-13,16,0,1,1,0,0,Joshua I.,Jerry H.,496
649,OB,USUAL,0,1.44,2014-06-04,2014-11-09,5,0,0,1,1,0,Charlie S.,Dave P.,158
650,РP,USUAL,0,1.01,2016-02-21,2018-03-09,24,0,0,1,1,0,William T.,Fred В.,747
651,MM,USUAL,0,3.19,2015-06-14,2015-08-24,2,0,1,1,1,0,Bethany S.,Fred В.,71
652,MM,STRAT,0,1.01,2015-05-13,2016-04-25,11,0,1,0,0,0,Paige H.,Michael J.,348
653,UP,STRAT,0,1.67,2018-07-05,2019-06-22,11,0,1,1,1,0,Harry D.,Dave P.,352
654,MM,STRAT,0,1.36,2014-11-16,2015-08-28,9,0,1,1,0,0,Bethany S.,Chris K.,285
655,KR,STRAT,0,1.91,2014-12-01,2016-02-18,14,0,1,1,0,0,William T.,Dave P.,444
656,РP,USUAL,0,1.01,2014-03-10,2014-11-01,7,0,1,1,0,0,Alice D.,Dave P.,236
657,MM,USUAL,0,1.01,2015-01-15,2015-07-08,5,0,1,1,1,0,Harry D.,Dave P.,174
658,MM,STRAT,0,1.01,2015-10-30,2016-08-25,9,0,1,1,1,0,Alice D.,Michael J.,300
659,MM,STRAT,0,1.18,2015-11-12,2017-01-05,13,0,1,1,0,0,William T.,Dave P.,420
660,KR,USUAL,0,1.01,2016-07-19,2018-07-03,23,0,1,1,1,0,Chloe L.,Dave P.,714
661,SР,USUAL,0,2.25,2016-01-12,2016-10-09,8,0,1,1,0,0,Harry D.,Bill E.,271
662,OB,USUAL,0,1.01,2015-03-12,2016-06-19,15,0,1,1,1,0,George H.,Jerry H.,465
663,MM,USUAL,0,1.18,2016-03-28,2019-09-28,42,1,1,1,1,0,Charlie S.,Jerry H.,1279
664,РP,USUAL,0,1.91,2015-08-11,2015-11-27,3,0,1,1,1,0,Chloe L.,Fred В.,108
665,FI,USUAL,0,1.01,2016-10-13,2018-09-01,22,0,1,1,1,0,Ethan K.,Chris K.,688
666,MM,USUAL,0,1.08,2015-11-07,2016-06-26,7,0,1,1,1,0,Joshua I.,Michael J.,232
667,РP,USUAL,0,1.05,2017-03-18,2020-02-19,35,1,1,1,0,0,Jacob G.,Dave P.,1068
668,РP,USUAL,0,3.86,2015-01-20,2016-07-24,18,0,0,1,1,0,Oscar E.,Jerry H.,551
669,UB,USUAL,0,1.01,2015-01-18,2015-12-15,10,0,1,1,1,0,William T.,Martin S.,331
670,MM,USUAL,0,3.84,2016-12-16,2017-05-09,4,0,1,1,1,0,Scarlett Y.,Martin S.,144
671,FI,USUAL,0,2.28,2016-02-19,2022-07-21,77,1,1,1,1,0,William T.,Martin S.,2344
672,РP,STRAT,0,3.91,2015-07-30,2015-10-09,2,0,1,1,0,0,William T.,Chris K.,71
673,UB,USUAL,0,1.02,2015-11-25,2016-10-04,10,0,1,0,1,0,Ellie E.,Jerry H.,314
674,MM,USUAL,0,1.01,2015-05-05,2016-12-04,19,0,1,1,1,0,William T.,Dave P.,579
675,РP,STRAT,0,1.78,2015-05-30,2015-10-26,4,0,1,0,1,0,Charlie S.,Jerry H.,149
676,MM,USUAL,0,1.09,2015-06-07,2016-03-24,9,0,0,1,1,0,Ethan K.,Chris K.,291
677,РP,USUAL,0,1.23,2015-08-13,2016-08-30,12,0,1,1,1,0,William T.,Jerry H.,383
678,РP,USUAL,0,1.01,2015-09-18,2016-08-13,10,0,0,1,1,0,Charlie S.,Jerry H.,330
679,РP,USUAL,0,1.06,2015-08-27,2016-08-30,12,0,1,0,1,0,Alice D.,Fred В.,369
680,OB,USUAL,0,1.01,2016-04-26,2016-10-27,6,0,0,1,1,0,Thomas M.,Martin S.,184
681,KR,USUAL,0,1.19,2019-02-13,2020-08-17,18,0,1,1,1,0,Harry D.,Dave P.,551
682,MM,USUAL,0,1.06,2014-07-22,2015-05-21,9,0,0,1,1,0,William T.,Jerry H.,303
683,UB,STRAT,0,1.28,2015-03-18,2016-07-01,15,0,1,1,1,0,William T.,Martin S.,471
684,MM,STRAT,0,3.11,2015-08-23,2017-03-04,18,0,0,1,1,0,Charlie S.,Jerry H.,559
685,РP,USUAL,0,1.09,2014-01-01,2015-01-25,12,0,1,1,1,0,Charlie S.,Jerry H.,389
686,OB,USUAL,0,1.01,2015-08-08,2016-02-07,6,0,0,1,1,0,Harry D.,Dave P.,183
687,OB,USUAL,0,1.08,2021-08-04,2022-01-02,4,0,0,1,1,0,Joseph N.,Jerry H.,151
688,OB,USUAL,0,1.01,2019-09-25,2021-01-20,15,0,1,1,1,0,George H.,Jerry H.,483
689,РP,STRAT,0,3.65,2013-11-04,2014-12-03,12,0,1,1,1,0,Paige H.,Michael J.,394
690,KR,USUAL,1,9.56,2014-01-09,2014-03-25,2,0,1,1,1,0,Paige H.,Brad P.,75
691,РP,USUAL,0,1.01,2015-05-13,2016-06-15,13,0,0,1,0,0,William T.,Chris K.,399
692,OB,USUAL,0,1.1,2014-10-27,2015-02-07,3,0,0,1,0,0,Chloe L.,Dave P.,103
693,MM,USUAL,0,3.98,2016-03-04,2019-01-29,34,1,0,1,1,0,Maryam E.,Jerry H.,1061
694,MM,USUAL,0,1.4,2016-03-19,2017-01-08,9,0,0,1,1,0,Scarlett Y.,Jerry H.,295
695,РP,USUAL,0,1.82,2015-04-07,2016-03-11,11,0,1,1,1,0,Scarlett Y.,Jerry H.,339
696,UB,USUAL,0,1.05,2014-08-01,2018-01-17,41,1,1,1,0,0,Freya P.,Dave P.,1265
697,UP,USUAL,0,1.01,2015-10-10,2016-12-09,13,0,0,1,1,0,William T.,Dave P.,426
698,MM,STRAT,0,1.03,2015-12-20,2016-12-31,12,0,1,1,1,0,Samuel.J.,Chris K.,377
699,OB,USUAL,0,1.01,2015-05-10,2016-12-09,19,0,1,1,1,0,George H.,Jerry H.,579
700,РP,STRAT,0,1.5,2015-11-15,2020-02-15,51,1,1,1,1,0,Ellie E.,Dave P.,1553
701,MM,USUAL,0,1.01,2015-02-05,2016-05-06,14,0,0,1,1,0,William T.,Jerry H.,456
702,MM,USUAL,0,3.37,2015-07-09,2016-09-11,14,0,0,1,1,0,Freya P.,Fred В.,430
703,РP,STRAT,0,3.24,2014-12-27,2015-07-16,6,0,1,1,1,0,George H.,Dave P.,201
704,РP,USUAL,0,1.89,2015-05-07,2016-01-08,8,0,0,1,1,0,William T.,Michael J.,246
705,РP,USUAL,0,1.01,2014-05-06,2015-05-10,12,0,1,1,1,0,William T.,Jerry H.,369
706,UP,USUAL,0,1.47,2015-08-20,2016-10-13,13,0,1,1,1,0,Bethany S.,Jerry H.,420
707,FI,USUAL,0,1.08,2015-09-29,2016-04-05,6,0,1,1,0,0,Harry D.,Dave P.,189
708,РP,USUAL,0,2.44,2014-05-20,2015-07-29,14,0,0,0,1,0,Jacob G.,Jerry H.,435
709,РP,STRAT,0,3.16,2015-12-31,2017-02-20,13,0,0,1,1,0,Jacob G.,Jerry H.,417
710,MM,USUAL,0,2.75,2013-06-18,2013-08-28,2,0,1,1,1,0,William T.,Michael J.,71
711,РP,USUAL,0,3.98,2018-03-09,2019-05-21,14,0,1,1,0,0,Alfie R.,Martin S.,438
712,РP,USUAL,0,1.01,2015-03-06,2016-01-16,10,0,1,1,1,0,Oscar E.,Jerry H.,316
713,MM,USUAL,1,5.25,2015-03-28,2015-07-21,3,0,1,1,1,0,William T.,Jerry H.,115
714,MM,USUAL,0,1.01,2015-04-19,2020-10-28,66,1,1,0,1,0,Jack V.,Jerry H.,2019
715,РP,USUAL,0,4.04,2014-10-12,2019-01-03,50,1,1,1,0,0,Alice D.,Jerry H.,1544
716,MM,USUAL,0,1.38,2016-09-12,2017-11-28,14,0,1,1,1,0,Jack V.,Jerry H.,442
717,MM,USUAL,0,1.15,2015-08-07,2022-01-06,77,1,1,1,0,0,Oscar E.,Dave P.,2344
718,MM,USUAL,0,1.01,2015-08-06,2017-08-20,24,0,0,1,1,0,William T.,Dave P.,745
719,MM,USUAL,0,1.01,2015-05-01,2015-07-11,2,0,1,1,1,0,Phoebe F.,Dave P.,71
720,UB,USUAL,1,10.89,2015-05-13,2016-09-27,16,0,0,1,1,0,William T.,Dave P.,503
721,OB,USUAL,0,1.49,2016-06-22,2017-06-23,12,0,1,1,1,0,William T.,Martin S.,366
722,MM,STRAT,0,1.65,2014-07-28,2014-11-20,3,0,0,1,0,0,Chloe L.,Martin S.,115
723,РP,USUAL,0,1.04,2015-04-28,2015-09-07,4,0,1,1,1,0,Harry D.,Fred В.,132
724,РP,STRAT,0,1.51,2016-03-29,2019-02-03,34,1,1,1,1,0,Joshua I.,Chris K.,1041
725,FI,USUAL,0,1.1,2015-08-13,2016-06-21,10,0,1,1,0,0,Samuel.J.,Dave P.,313
726,РP,USUAL,0,2.84,2015-02-17,2015-11-20,9,0,1,1,0,0,William T.,Fred В.,276
727,UB,USUAL,0,1.01,2015-09-15,2016-10-25,13,0,0,1,1,0,Charlie S.,Dave P.,406
728,РP,STRAT,0,1.36,2016-01-17,2017-08-26,19,0,1,1,0,0,Ethan K.,Dave P.,587
729,РP,USUAL,0,1.02,2015-07-25,2016-10-14,14,0,0,1,1,0,Bethany S.,Martin S.,447
730,MM,USUAL,0,2.08,2015-06-02,2016-08-09,14,0,1,1,0,0,Jack V.,Dave P.,434
731,KR,STRAT,0,1.4,2014-11-19,2015-07-28,8,0,0,1,1,0,Ethan K.,Michael J.,251
732,FI,USUAL,0,3.25,2016-11-27,2017-10-08,10,0,1,1,1,0,Jacob G.,Dave P.,315
